LNTITLE,fips,TOT_EST_2016,CVAP_EST_2016
American Indian or Alaska Native and Black or African American,48237,0,0
Remainder of Two or More Race Responses,48237,4,4
Hispanic or Latino,48237,1410,575
Total,48239,14680,10030
Not Hispanic or Latino,48239,10040,7795
American Indian or Alaska Native Alone,48239,0,0
Asian Alone,48239,30,4
Black or African American Alone,48239,1030,780
Native Hawaiian or Other Pacific Islander Alone,48239,10,0
White Alone,48239,8810,6975
American Indian or Alaska Native and White,48239,20,20
Asian and White,48239,0,0
Black or African American and White,48239,140,20
American Indian or Alaska Native and Black or African American,48239,0,0
Remainder of Two or More Race Responses,48239,0,0
Hispanic or Latino,48239,4640,2235
Total,48241,35640,26330
Not Hispanic or Latino,48241,33320,25435
American Indian or Alaska Native Alone,48241,105,90
Asian Alone,48241,220,115
Black or African American Alone,48241,5900,4225
Native Hawaiian or Other Pacific Islander Alone,48241,0,0
White Alone,48241,26645,20805
American Indian or Alaska Native and White,48241,115,100
Asian and White,48241,60,45
Black or African American and White,48241,175,0
American Indian or Alaska Native and Black or African American,48241,25,25
Remainder of Two or More Race Responses,48241,70,30
Hispanic or Latino,48241,2320,900
Total,48243,2220,1525
Not Hispanic or Latino,48243,1425,1240
American Indian or Alaska Native Alone,48243,4,4
Asian Alone,48243,20,4
Black or African American Alone,48243,10,0
Native Hawaiian or Other Pacific Islander Alone,48243,0,0
White Alone,48243,1380,1225
American Indian or Alaska Native and White,48243,10,4
Asian and White,48243,0,0
Black or African American and White,48243,0,0
American Indian or Alaska Native and Black or African American,48243,0,0
Remainder of Two or More Race Responses,48243,0,0
Hispanic or Latino,48243,795,280
Total,48245,252995,174815
Not Hispanic or Latino,48245,205030,155025
American Indian or Alaska Native Alone,48245,590,440
Asian Alone,48245,9595,4265
Black or African American Alone,48245,84990,62885
Native Hawaiian or Other Pacific Islander Alone,48245,105,105
White Alone,48245,107120,85850
American Indian or Alaska Native and White,48245,755,635
Asian and White,48245,195,70
Black or African American and White,48245,1210,440
American Indian or Alaska Native and Black or African American,48245,260,145
Remainder of Two or More Race Responses,48245,205,185
Hispanic or Latino,48245,47965,19785
Total,48247,5220,3545
Not Hispanic or Latino,48247,515,285
American Indian or Alaska Native Alone,48247,0,0
Asian Alone,48247,0,0
Black or African American Alone,48247,0,0
Native Hawaiian or Other Pacific Islander Alone,48247,0,0
White Alone,48247,505,275
American Indian or Alaska Native and White,48247,10,10
Asian and White,48247,0,0
Black or African American and White,48247,0,0
American Indian or Alaska Native and Black or African American,48247,0,0
Remainder of Two or More Race Responses,48247,0,0
Hispanic or Latino,48247,4700,3260
Total,48249,41485,28300
Not Hispanic or Latino,48249,8325,6360
American Indian or Alaska Native Alone,48249,40,40
Asian Alone,48249,165,45
Black or African American Alone,48249,255,165
Native Hawaiian or Other Pacific Islander Alone,48249,35,35
White Alone,48249,7735,6050
American Indian or Alaska Native and White,48249,25,25
Asian and White,48249,0,0
Black or African American and White,48249,50,0
American Indian or Alaska Native and Black or African American,48249,0,0
Remainder of Two or More Race Responses,48249,30,0
Hispanic or Latino,48249,33160,21940
Total,48251,157545,110050
Not Hispanic or Latino,48251,126410,95095
American Indian or Alaska Native Alone,48251,695,410
Asian Alone,48251,1150,625
Black or African American Alone,48251,3930,3180
Native Hawaiian or Other Pacific Islander Alone,48251,625,255
White Alone,48251,117250,89350
American Indian or Alaska Native and White,48251,955,825
Asian and White,48251,420,175
Black or African American and White,48251,1130,225
American Indian or Alaska Native and Black or African American,48251,20,20
Remainder of Two or More Race Responses,48251,230,35
Hispanic or Latino,48251,31135,14955
Total,48253,19945,16205
Not Hispanic or Latino,48253,14590,12145
American Indian or Alaska Native Alone,48253,30,30
Asian Alone,48253,65,30
Black or African American Alone,48253,2900,2660
Native Hawaiian or Other Pacific Islander Alone,48253,0,0
White Alone,48253,11165,9080
American Indian or Alaska Native and White,48253,240,210
Asian and White,48253,20,20
Black or African American and White,48253,100,45
American Indian or Alaska Native and Black or African American,48253,45,45
Remainder of Two or More Race Responses,48253,25,25
Hispanic or Latino,48253,5355,4060
Total,48255,14985,11355
Not Hispanic or Latino,48255,7165,6125
American Indian or Alaska Native Alone,48255,4,4
Asian Alone,48255,20,10
Black or African American Alone,48255,1350,1275
Native Hawaiian or Other Pacific Islander Alone,48255,0,0
White Alone,48255,5770,4815
American Indian or Alaska Native and White,48255,4,4
Asian and White,48255,0,0
Black or African American and White,48255,4,4
American Indian or Alaska Native and Black or African American,48255,0,0
Remainder of Two or More Race Responses,48255,10,10
Hispanic or Latino,48255,7820,5225
Total,48257,111830,75070
Not Hispanic or Latino,48257,90400,67280
American Indian or Alaska Native Alone,48257,510,370
Asian Alone,48257,1115,615
Black or African American Alone,48257,11285,8115
Native Hawaiian or Other Pacific Islander Alone,48257,45,45
White Alone,48257,75645,57225
American Indian or Alaska Native and White,48257,560,435
Asian and White,48257,135,90
Black or African American and White,48257,740,210
American Indian or Alaska Native and Black or African American,48257,25,25
Remainder of Two or More Race Responses,48257,340,155
Hispanic or Latino,48257,21430,7790
Total,48259,39010,28445
Not Hispanic or Latino,48259,30280,23735
American Indian or Alaska Native Alone,48259,20,20
Asian Alone,48259,300,145
Black or African American Alone,48259,270,195
Native Hawaiian or Other Pacific Islander Alone,48259,10,10
White Alone,48259,29055,22950
American Indian or Alaska Native and White,48259,325,255
Asian and White,48259,100,65
Black or African American and White,48259,55,40
American Indian or Alaska Native and Black or African American,48259,0,0
Remainder of Two or More Race Responses,48259,145,55
Hispanic or Latino,48259,8730,4705
Total,48261,560,315
Not Hispanic or Latino,48261,160,65
American Indian or Alaska Native Alone,48261,0,0
Asian Alone,48261,4,4
Black or African American Alone,48261,0,0
Native Hawaiian or Other Pacific Islander Alone,48261,0,0
White Alone,48261,160,65
American Indian or Alaska Native and White,48261,0,0
Asian and White,48261,0,0
Black or African American and White,48261,0,0
American Indian or Alaska Native and Black or African American,48261,0,0
Remainder of Two or More Race Responses,48261,0,0
Hispanic or Latino,48261,395,250
Total,48263,665,525
Not Hispanic or Latino,48263,550,450
American Indian or Alaska Native Alone,48263,4,4
Asian Alone,48263,0,0
Black or African American Alone,48263,4,0
Native Hawaiian or Other Pacific Islander Alone,48263,0,0
White Alone,48263,545,450
American Indian or Alaska Native and White,48263,0,0
Asian and White,48263,0,0
Black or African American and White,48263,0,0
American Indian or Alaska Native and Black or African American,48263,0,0
Remainder of Two or More Race Responses,48263,0,0
Hispanic or Latino,48263,115,75
Total,48265,50505,38635
Not Hispanic or Latino,48265,37540,31610
American Indian or Alaska Native Alone,48265,150,145
Asian Alone,48265,445,280
Black or African American Alone,48265,740,540
Native Hawaiian or Other Pacific Islander Alone,48265,30,30
White Alone,48265,35525,30155
American Indian or Alaska Native and White,48265,350,280
Asian and White,48265,85,55
Black or African American and White,48265,120,55
American Indian or Alaska Native and Black or African American,48265,0,0
Remainder of Two or More Race Responses,48265,95,70
Hispanic or Latino,48265,12965,7025
Total,48267,4455,3550
Not Hispanic or Latino,48267,3445,2965
American Indian or Alaska Native Alone,48267,10,4
Asian Alone,48267,0,0
Black or African American Alone,48267,4,4
Native Hawaiian or Other Pacific Islander Alone,48267,0,0
White Alone,48267,3400,2930
American Indian or Alaska Native and White,48267,30,30
Asian and White,48267,0,0
Black or African American and White,48267,4,0
American Indian or Alaska Native and Black or African American,48267,0,0
Remainder of Two or More Race Responses,48267,0,0
Hispanic or Latino,48267,1005,585
Total,48269,275,190
Not Hispanic or Latino,48269,210,170
American Indian or Alaska Native Alone,48269,0,0
Asian Alone,48269,0,0
Black or African American Alone,48269,0,0
Native Hawaiian or Other Pacific Islander Alone,48269,0,0
White Alone,48269,210,170
American Indian or Alaska Native and White,48269,0,0
Asian and White,48269,0,0
Black or African American and White,48269,0,0
American Indian or Alaska Native and Black or African American,48269,0,0
Remainder of Two or More Race Responses,48269,0,0
Hispanic or Latino,48269,65,20
Total,48271,3580,2390
Not Hispanic or Latino,48271,1340,1160
American Indian or Alaska Native Alone,48271,0,0
Asian Alone,48271,0,0
Black or African American Alone,48271,4,4
Native Hawaiian or Other Pacific Islander Alone,48271,0,0
White Alone,48271,1340,1160
American Indian or Alaska Native and White,48271,0,0
Asian and White,48271,0,0
Black or African American and White,48271,0,0
American Indian or Alaska Native and Black or African American,48271,0,0
Remainder of Two or More Race Responses,48271,0,0
Hispanic or Latino,48271,2235,1230
Total,48273,31875,22715
Not Hispanic or Latino,48273,8940,7165
American Indian or Alaska Native Alone,48273,40,40
Asian Alone,48273,635,400
Black or African American Alone,48273,1165,870
Native Hawaiian or Other Pacific Islander Alone,48273,0,0
White Alone,48273,6870,5700
American Indian or Alaska Native and White,48273,20,20
Asian and White,48273,30,30
Black or African American and White,48273,155,70
American Indian or Alaska Native and Black or African American,48273,0,0
Remainder of Two or More Race Responses,48273,30,30
Hispanic or Latino,48273,22935,15550
Total,48275,3805,2635
Not Hispanic or Latino,48275,2570,2030
American Indian or Alaska Native Alone,48275,4,4
Asian Alone,48275,4,4
Black or African American Alone,48275,245,180
Native Hawaiian or Other Pacific Islander Alone,48275,4,4
White Alone,48275,2300,1835
American Indian or Alaska Native and White,48275,10,10
Asian and White,48275,0,0
Black or African American and White,48275,10,0
American Indian or Alaska Native and Black or African American,48275,0,0
Remainder of Two or More Race Responses,48275,0,0
Hispanic or Latino,48275,1235,605
Total,48277,49625,36705
Not Hispanic or Latino,48277,46035,35440
American Indian or Alaska Native Alone,48277,140,105
Asian Alone,48277,395,315
Black or African American Alone,48277,6045,4410
Native Hawaiian or Other Pacific Islander Alone,48277,145,145
White Alone,48277,37390,29375
American Indian or Alaska Native and White,48277,1025,765
Asian and White,48277,40,0
Black or African American and White,48277,640,220
American Indian or Alaska Native and Black or African American,48277,55,55
Remainder of Two or More Race Responses,48277,165,50
Hispanic or Latino,48277,3590,1265
Total,48279,13560,8990
Not Hispanic or Latino,48279,6245,4965
American Indian or Alaska Native Alone,48279,30,30
Asian Alone,48279,75,65
Black or African American Alone,48279,500,310
Native Hawaiian or Other Pacific Islander Alone,48279,0,0
White Alone,48279,5525,4470
American Indian or Alaska Native and White,48279,60,50
Asian and White,48279,10,10
Black or African American and White,48279,40,20
American Indian or Alaska Native and Black or African American,48279,4,4
Remainder of Two or More Race Responses,48279,0,0
Hispanic or Latino,48279,7320,4025
Total,48281,20355,14845
Not Hispanic or Latino,48281,16550,12705
American Indian or Alaska Native Alone,48281,90,90
Asian Alone,48281,190,125
Black or African American Alone,48281,750,525
Native Hawaiian or Other Pacific Islander Alone,48281,50,15
White Alone,48281,14950,11720
American Indian or Alaska Native and White,48281,230,80
Asian and White,48281,160,80
Black or African American and White,48281,75,75
American Indian or Alaska Native and Black or African American,48281,0,0
Remainder of Two or More Race Responses,48281,50,4
Hispanic or Latino,48281,3810,2140
Total,48283,7320,4945
Not Hispanic or Latino,48283,1195,1135
American Indian or Alaska Native Alone,48283,0,0
