lntitle,fips,tot_est_2020,cvap_est_2020
Hispanic or Latino,48201,1995115,809045
Total,48203,66580,47735
Not Hispanic or Latino,48203,57855,44515
American Indian or Alaska Native Alone,48203,165,135
Asian Alone,48203,530,255
Black or African American Alone,48203,13785,10620
Native Hawaiian or Other Pacific Islander Alone,48203,15,15
White Alone,48203,42350,33040
American Indian or Alaska Native and White,48203,415,280
Asian and White,48203,15,4
Black or African American and White,48203,450,60
American Indian or Alaska Native and Black or African American,48203,25,25
Remainder of Two or More Race Responses,48203,110,75
Hispanic or Latino,48203,8725,3225
Total,48205,5670,4060
Not Hispanic or Latino,48205,4155,3325
American Indian or Alaska Native Alone,48205,20,20
Asian Alone,48205,80,55
Black or African American Alone,48205,420,420
Native Hawaiian or Other Pacific Islander Alone,48205,0,0
White Alone,48205,3435,2760
American Indian or Alaska Native and White,48205,140,25
Asian and White,48205,4,4
Black or African American and White,48205,35,20
American Indian or Alaska Native and Black or African American,48205,0,0
Remainder of Two or More Race Responses,48205,15,15
Hispanic or Latino,48205,1515,735
Total,48207,5725,4180
Not Hispanic or Latino,48207,4090,3375
American Indian or Alaska Native Alone,48207,25,25
Asian Alone,48207,15,10
Black or African American Alone,48207,215,185
Native Hawaiian or Other Pacific Islander Alone,48207,0,0
White Alone,48207,3710,3110
American Indian or Alaska Native and White,48207,30,4
Asian and White,48207,15,4
Black or African American and White,48207,25,4
American Indian or Alaska Native and Black or African American,48207,0,0
Remainder of Two or More Race Responses,48207,50,45
Hispanic or Latino,48207,1635,800
Total,48209,213365,153265
Not Hispanic or Latino,48209,130295,102600
American Indian or Alaska Native Alone,48209,520,415
Asian Alone,48209,3290,1485
Black or African American Alone,48209,8215,6235
Native Hawaiian or Other Pacific Islander Alone,48209,0,0
White Alone,48209,115065,92625
American Indian or Alaska Native and White,48209,955,805
Asian and White,48209,900,410
Black or African American and White,48209,860,320
American Indian or Alaska Native and Black or African American,48209,20,20
Remainder of Two or More Race Responses,48209,475,285
Hispanic or Latino,48209,83070,50665
Total,48211,3995,2335
Not Hispanic or Latino,48211,2605,1955
American Indian or Alaska Native Alone,48211,0,0
Asian Alone,48211,4,0
Black or African American Alone,48211,40,20
Native Hawaiian or Other Pacific Islander Alone,48211,0,0
White Alone,48211,2520,1905
American Indian or Alaska Native and White,48211,20,20
Asian and White,48211,20,10
Black or African American and White,48211,4,4
American Indian or Alaska Native and Black or African American,48211,0,0
Remainder of Two or More Race Responses,48211,0,0
Hispanic or Latino,48211,1390,380
Total,48213,81070,60975
Not Hispanic or Latino,48213,70725,56775
American Indian or Alaska Native Alone,48213,620,485
Asian Alone,48213,525,250
Black or African American Alone,48213,5155,3970
Native Hawaiian or Other Pacific Islander Alone,48213,25,10
White Alone,48213,63430,51545
American Indian or Alaska Native and White,48213,410,340
Asian and White,48213,60,30
Black or African American and White,48213,460,110
American Indian or Alaska Native and Black or African American,48213,4,4
Remainder of Two or More Race Responses,48213,40,40
Hispanic or Latino,48213,10345,4200
Total,48215,855175,420930
Not Hispanic or Latino,48215,66895,51050
American Indian or Alaska Native Alone,48215,530,435
Asian Alone,48215,8250,3920
Black or African American Alone,48215,3685,2440
Native Hawaiian or Other Pacific Islander Alone,48215,75,45
White Alone,48215,53485,43600
American Indian or Alaska Native and White,48215,375,345
Asian and White,48215,195,140
Black or African American and White,48215,240,95
American Indian or Alaska Native and Black or African American,48215,10,10
Remainder of Two or More Race Responses,48215,50,30
Hispanic or Latino,48215,788280,369880
Total,48217,35690,25910
Not Hispanic or Latino,48217,28335,22515
American Indian or Alaska Native Alone,48217,110,90
Asian Alone,48217,170,100
Black or African American Alone,48217,2240,1645
Native Hawaiian or Other Pacific Islander Alone,48217,60,20
White Alone,48217,25225,20345
American Indian or Alaska Native and White,48217,205,155
Asian and White,48217,55,40
Black or African American and White,48217,175,85
American Indian or Alaska Native and Black or African American,48217,65,30
Remainder of Two or More Race Responses,48217,40,4
Hispanic or Latino,48217,7355,3395
Total,48219,23065,15935
Not Hispanic or Latino,48219,12040,9580
American Indian or Alaska Native Alone,48219,115,100
Asian Alone,48219,80,30
Black or African American Alone,48219,785,585
Native Hawaiian or Other Pacific Islander Alone,48219,20,20
White Alone,48219,10835,8730
American Indian or Alaska Native and White,48219,45,30
Asian and White,48219,20,20
Black or African American and White,48219,80,30
American Indian or Alaska Native and Black or African American,48219,0,0
Remainder of Two or More Race Responses,48219,55,35
Hispanic or Latino,48219,11025,6355
Total,48221,58320,45445
Not Hispanic or Latino,48221,51085,41235
American Indian or Alaska Native Alone,48221,515,470
Asian Alone,48221,410,240
Black or African American Alone,48221,440,295
Native Hawaiian or Other Pacific Islander Alone,48221,35,35
White Alone,48221,49125,39880
American Indian or Alaska Native and White,48221,215,175
Asian and White,48221,115,20
Black or African American and White,48221,80,40
American Indian or Alaska Native and Black or African American,48221,0,0
Remainder of Two or More Race Responses,48221,150,80
Hispanic or Latino,48221,7230,4210
Total,48223,36485,25645
Not Hispanic or Latino,48223,30330,23445
American Indian or Alaska Native Alone,48223,100,50
Asian Alone,48223,245,135
Black or African American Alone,48223,2560,1905
Native Hawaiian or Other Pacific Islander Alone,48223,45,15
White Alone,48223,26770,21000
American Indian or Alaska Native and White,48223,260,180
Asian and White,48223,35,15
Black or African American and White,48223,245,105
American Indian or Alaska Native and Black or African American,48223,0,0
Remainder of Two or More Race Responses,48223,60,35
Hispanic or Latino,48223,6155,2200
Total,48225,22955,17950
Not Hispanic or Latino,48225,20410,16605
American Indian or Alaska Native Alone,48225,55,55
Asian Alone,48225,90,75
Black or African American Alone,48225,5715,4605
Native Hawaiian or Other Pacific Islander Alone,48225,0,0
White Alone,48225,14190,11685
American Indian or Alaska Native and White,48225,60,60
Asian and White,48225,110,75
Black or African American and White,48225,165,35
American Indian or Alaska Native and Black or African American,48225,20,20
Remainder of Two or More Race Responses,48225,4,0
Hispanic or Latino,48225,2545,1345
Total,48227,36350,24745
Not Hispanic or Latino,48227,20895,16680
American Indian or Alaska Native Alone,48227,260,200
Asian Alone,48227,310,135
Black or African American Alone,48227,1905,1465
Native Hawaiian or Other Pacific Islander Alone,48227,10,10
White Alone,48227,17740,14390
American Indian or Alaska Native and White,48227,125,125
Asian and White,48227,80,20
Black or African American and White,48227,310,175
American Indian or Alaska Native and Black or African American,48227,4,4
Remainder of Two or More Race Responses,48227,150,150
Hispanic or Latino,48227,15450,8065
Total,48229,4415,2005
Not Hispanic or Latino,48229,980,660
American Indian or Alaska Native Alone,48229,0,0
Asian Alone,48229,35,20
Black or African American Alone,48229,70,45
Native Hawaiian or Other Pacific Islander Alone,48229,0,0
White Alone,48229,765,560
American Indian or Alaska Native and White,48229,25,25
Asian and White,48229,0,0
Black or African American and White,48229,75,0
American Indian or Alaska Native and Black or African American,48229,4,4
Remainder of Two or More Race Responses,48229,0,0
Hispanic or Latino,48229,3435,1345
Total,48231,94160,67945
Not Hispanic or Latino,48231,78765,61220
American Indian or Alaska Native Alone,48231,950,670
Asian Alone,48231,1165,435
Black or African American Alone,48231,7350,5740
Native Hawaiian or Other Pacific Islander Alone,48231,45,15
White Alone,48231,67560,53610
American Indian or Alaska Native and White,48231,430,370
Asian and White,48231,220,70
Black or African American and White,48231,780,215
American Indian or Alaska Native and Black or African American,48231,0,0
Remainder of Two or More Race Responses,48231,270,90
Hispanic or Latino,48231,15395,6725
Total,48233,21345,15370
Not Hispanic or Latino,48233,16380,12630
American Indian or Alaska Native Alone,48233,330,245
Asian Alone,48233,75,60
Black or African American Alone,48233,305,305
Native Hawaiian or Other Pacific Islander Alone,48233,150,90
White Alone,48233,15025,11665
American Indian or Alaska Native and White,48233,155,135
Asian and White,48233,95,50
Black or African American and White,48233,230,70
American Indian or Alaska Native and Black or African American,48233,0,0
Remainder of Two or More Race Responses,48233,10,10
Hispanic or Latino,48233,4965,2740
Total,48235,1620,1190
Not Hispanic or Latino,48235,1205,925
American Indian or Alaska Native Alone,48235,0,0
Asian Alone,48235,0,0
Black or African American Alone,48235,65,50
Native Hawaiian or Other Pacific Islander Alone,48235,0,0
White Alone,48235,1130,870
American Indian or Alaska Native and White,48235,10,10
Asian and White,48235,0,0
Black or African American and White,48235,0,0
American Indian or Alaska Native and Black or African American,48235,0,0
Remainder of Two or More Race Responses,48235,0,0
Hispanic or Latino,48235,415,260
Total,48237,8850,6655
Not Hispanic or Latino,48237,7360,5960
American Indian or Alaska Native Alone,48237,25,20
Asian Alone,48237,10,10
Black or African American Alone,48237,420,410
Native Hawaiian or Other Pacific Islander Alone,48237,0,0
White Alone,48237,6830,5460
American Indian or Alaska Native and White,48237,45,45
Asian and White,48237,20,10
Black or African American and White,48237,4,4
American Indian or Alaska Native and Black or African American,48237,0,0
Remainder of Two or More Race Responses,48237,0,0
Hispanic or Latino,48237,1495,700
Total,48239,14815,9960
Not Hispanic or Latino,48239,9910,7635
American Indian or Alaska Native Alone,48239,0,0
Asian Alone,48239,155,50
Black or African American Alone,48239,960,660
Native Hawaiian or Other Pacific Islander Alone,48239,10,10
White Alone,48239,8665,6815
American Indian or Alaska Native and White,48239,25,25
Asian and White,48239,10,10
Black or African American and White,48239,60,40
American Indian or Alaska Native and Black or African American,48239,25,25
Remainder of Two or More Race Responses,48239,0,0
Hispanic or Latino,48239,4905,2325
Total,48241,35505,26380
Not Hispanic or Latino,48241,33120,25270
American Indian or Alaska Native Alone,48241,45,40
Asian Alone,48241,160,75
Black or African American Alone,48241,5870,4145
Native Hawaiian or Other Pacific Islander Alone,48241,25,25
White Alone,48241,26575,20745
American Indian or Alaska Native and White,48241,225,170
Asian and White,48241,60,25
Black or African American and White,48241,65,10
American Indian or Alaska Native and Black or African American,48241,25,25
Remainder of Two or More Race Responses,48241,80,20
Hispanic or Latino,48241,2385,1110
Total,48243,2240,1685
Not Hispanic or Latino,48243,1350,1280
American Indian or Alaska Native Alone,48243,0,0
Asian Alone,48243,0,0
Black or African American Alone,48243,25,4
Native Hawaiian or Other Pacific Islander Alone,48243,0,0
White Alone,48243,1310,1265
American Indian or Alaska Native and White,48243,15,10
Asian and White,48243,0,0
Black or African American and White,48243,0,0
American Indian or Alaska Native and Black or African American,48243,0,0
Remainder of Two or More Race Responses,48243,0,0
Hispanic or Latino,48243,895,400
Total,48245,254340,175460
Not Hispanic or Latino,48245,201630,153590
American Indian or Alaska Native Alone,48245,515,485
Asian Alone,48245,9925,4800
Black or African American Alone,48245,85200,63470
Native Hawaiian or Other Pacific Islander Alone,48245,130,60
White Alone,48245,103280,83500
American Indian or Alaska Native and White,48245,880,645
Asian and White,48245,355,115
Black or African American and White,48245,1125,345
American Indian or Alaska Native and Black or African American,48245,15,15
Remainder of Two or More Race Responses,48245,200,160
Hispanic or Latino,48245,52710,21870
Total,48247,5230,3425
Not Hispanic or Latino,48247,455,270
American Indian or Alaska Native Alone,48247,0,0
